IP	Date	CPU	%user	%nice	%system	%iowait	%steal	%idle
10-0-1-108	10/18/2021 11:09:45 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:09:47 PM	all	11.57	0	1.24	0.62	0.31	86.26
10-0-1-155	10/18/2021 11:09:49 PM	all	80.04	0	3.02	0.3	0	16.63
10-0-1-108	10/18/2021 11:09:50 PM	all	0.1	0	0	0	0.2	99.7
10-0-0-66	10/18/2021 11:09:52 PM	all	14.59	0	1.64	0.72	0.31	82.73
10-0-1-155	10/18/2021 11:09:54 PM	all	93.78	0	3.21	0	0	3.01
10-0-1-108	10/18/2021 11:09:55 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:09:57 PM	all	56.96	0	2.62	0.91	0	39.52
10-0-1-155	10/18/2021 11:09:59 PM	all	83.7	0	2.92	0.4	0	12.98
10-0-1-108	10/18/2021 11:10:00 PM	all	0.1	0	0	0	0	99.9
10-0-0-66	10/18/2021 11:10:02 PM	all	22.22	0	1.85	0.82	0.21	74.9
10-0-1-155	10/18/2021 11:10:04 PM	all	94.18	0	3.71	0.3	0	1.81
10-0-1-108	10/18/2021 11:10:05 PM	all	0.2	0	0.2	0	0.7	98.9
10-0-0-66	10/18/2021 11:10:07 PM	all	16.07	0	1.75	0.82	0.31	81.05
10-0-1-155	10/18/2021 11:10:09 PM	all	96.28	0	2.81	0	0	0.9
10-0-1-108	10/18/2021 11:10:10 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:10:12 PM	all	5.93	0	1.35	0.73	0.52	91.47
10-0-1-155	10/18/2021 11:10:14 PM	all	83.59	0	2.92	0.1	0	13.39
10-0-1-108	10/18/2021 11:10:15 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:10:17 PM	all	3.94	0	1.45	0.62	0.41	93.58
10-0-1-155	10/18/2021 11:10:19 PM	all	84.78	0	2.92	0.3	0	12
10-0-1-108	10/18/2021 11:10:20 PM	all	0.1	0	0.1	0	0	99.8
10-0-0-66	10/18/2021 11:10:22 PM	all	16.13	0	1.76	0.72	0.31	81.08
10-0-1-155	10/18/2021 11:10:24 PM	all	95.9	0	2.9	0.1	0	1.1
10-0-1-108	10/18/2021 11:10:25 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:10:27 PM	all	4.56	0	1.35	0.73	0.41	92.95
10-0-1-155	10/18/2021 11:10:29 PM	all	84.26	0	3.23	0.1	0	12.41
10-0-1-108	10/18/2021 11:10:30 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:10:32 PM	all	5.01	0	1.36	0.94	0.31	92.38
10-0-1-155	10/18/2021 11:10:34 PM	all	88.92	0	3.02	0.2	0	7.85
10-0-1-108	10/18/2021 11:10:35 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:10:37 PM	all	15.86	0	1.54	0.82	0.31	81.46
10-0-1-155	10/18/2021 11:10:39 PM	all	96.1	0	3.3	0	0	0.6
10-0-1-108	10/18/2021 11:10:40 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:10:42 PM	all	5.65	0	1.57	0.94	0.42	91.42
10-0-1-155	10/18/2021 11:10:44 PM	all	78.77	0	2.73	0.2	0	18.3
10-0-1-108	10/18/2021 11:10:45 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:10:47 PM	all	3.82	0	1.03	0.62	0.41	94.11
10-0-1-155	10/18/2021 11:10:49 PM	all	90.68	0	3.01	0.2	0	6.11
10-0-1-108	10/18/2021 11:10:50 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:10:52 PM	all	16.63	0	1.55	0.93	0.21	80.68
10-0-1-155	10/18/2021 11:10:54 PM	all	94.88	0	2.91	0.1	0	2.11
10-0-1-108	10/18/2021 11:10:55 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:10:57 PM	all	5.11	0	1.25	0.83	0.31	92.49
10-0-1-155	10/18/2021 11:10:59 PM	all	80.36	0	2.92	0.2	0	16.52
10-0-1-108	10/18/2021 11:11:00 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:02 PM	all	3.93	0	1.14	0.62	0.41	93.89
10-0-1-155	10/18/2021 11:11:04 PM	all	85.8	0	3.12	0.4	0	10.67
10-0-1-108	10/18/2021 11:11:05 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:07 PM	all	33.67	0	1.62	0.71	0.2	63.79
10-0-1-155	10/18/2021 11:11:09 PM	all	85.04	0	3.11	0.1	0	11.75
10-0-1-108	10/18/2021 11:11:10 PM	all	0.1	0	0.1	0	0.3	99.5
10-0-0-66	10/18/2021 11:11:12 PM	all	48.33	0	2.53	0.61	0	48.53
10-0-1-155	10/18/2021 11:11:14 PM	all	71.46	0	2.94	0.3	0	25.3
10-0-1-108	10/18/2021 11:11:15 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:11:17 PM	all	3.83	0	0.93	0.72	0.41	94.1
10-0-1-155	10/18/2021 11:11:19 PM	all	81.7	0	2.93	0.2	0	15.17
10-0-1-108	10/18/2021 11:11:20 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:22 PM	all	4.76	0	1.45	0.72	0.41	92.66
10-0-1-155	10/18/2021 11:11:24 PM	all	93.57	0	2.51	0.1	0	3.82
10-0-1-108	10/18/2021 11:11:25 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:27 PM	all	52.83	0	2.32	0.91	0	43.94
10-0-1-155	10/18/2021 11:11:29 PM	all	83.42	0	3.22	0.2	0.1	13.07
10-0-1-108	10/18/2021 11:11:30 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:32 PM	all	38.15	0	2.14	0.81	0.1	58.8
10-0-1-155	10/18/2021 11:11:34 PM	all	94.78	0	3.21	0.1	0	1.91
10-0-1-108	10/18/2021 11:11:35 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:37 PM	all	5.52	0	1.25	0.83	0.42	91.98
10-0-1-155	10/18/2021 11:11:39 PM	all	95.99	0	2.51	0.1	0	1.4
10-0-1-108	10/18/2021 11:11:40 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:11:42 PM	all	52.62	0	2.22	0.81	0	44.35
10-0-1-155	10/18/2021 11:11:44 PM	all	81.77	0	3.52	0.4	0	14.3
10-0-1-108	10/18/2021 11:11:45 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:47 PM	all	57	0	2.52	0.7	0	39.78
10-0-1-155	10/18/2021 11:11:49 PM	all	81.97	0	2.92	0.1	0	15.01
10-0-1-108	10/18/2021 11:11:50 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:52 PM	all	56.18	0	2.51	0.6	0	40.7
10-0-1-155	10/18/2021 11:11:54 PM	all	93.78	0	3.41	0.2	0	2.61
10-0-1-108	10/18/2021 11:11:55 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:11:57 PM	all	68.48	0	2.62	0.5	0	28.4
10-0-1-155	10/18/2021 11:11:59 PM	all	94.29	0	3.2	0.2	0	2.3
10-0-1-108	10/18/2021 11:12:00 PM	all	0.1	0	0	0	0	99.9
10-0-0-66	10/18/2021 11:12:02 PM	all	57.79	0	3.02	1.11	0	38.09
10-0-1-155	10/18/2021 11:12:04 PM	all	93.66	0	3.32	0.2	0	2.82
10-0-1-108	10/18/2021 11:12:05 PM	all	0.1	0	0.1	0	0.2	99.6
10-0-0-66	10/18/2021 11:12:07 PM	all	69.11	0	2.31	0.7	0	27.87
10-0-1-155	10/18/2021 11:12:09 PM	all	95.5	0	3	0.2	0	1.3
10-0-1-108	10/18/2021 11:12:10 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:12:12 PM	all	59.88	0	2.82	0.91	0	36.39
10-0-1-155	10/18/2021 11:12:14 PM	all	93.98	0	3.21	0.1	0	2.71
10-0-1-108	10/18/2021 11:12:15 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-0-66	10/18/2021 11:12:17 PM	all	57.21	0	2.42	0.91	0	39.46
10-0-1-155	10/18/2021 11:12:19 PM	all	87.6	0	3.23	0.1	0	9.07
10-0-1-108	10/18/2021 11:12:20 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:12:22 PM	all	69.95	0	2.41	0.4	0	27.24
10-0-1-155	10/18/2021 11:12:24 PM	all	89.85	0	2.81	0.3	0	7.04
10-0-1-108	10/18/2021 11:12:25 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:12:27 PM	all	57.96	0	2.82	1.01	0	38.21
10-0-1-155	10/18/2021 11:12:29 PM	all	95.19	0	2.71	0.1	0	2.01
10-0-1-108	10/18/2021 11:12:30 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-0-66	10/18/2021 11:12:32 PM	all	58.08	0	2.63	0.91	0.1	38.28
10-0-1-155	10/18/2021 11:12:34 PM	all	95.2	0	2.9	0.1	0	1.8
10-0-1-108	10/18/2021 11:12:35 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:12:37 PM	all	69.72	0	2.52	0.6	0	27.16
10-0-1-155	10/18/2021 11:12:39 PM	all	95.4	0	3.3	0.1	0	1.2
10-0-1-108	10/18/2021 11:12:40 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:12:42 PM	all	59.33	0	2.93	0.91	0	36.83
10-0-1-155	10/18/2021 11:12:44 PM	all	95.5	0	3.2	0.1	0	1.2
10-0-1-108	10/18/2021 11:12:45 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:12:47 PM	all	56.41	0	2.52	0.81	0	40.26
10-0-1-155	10/18/2021 11:12:49 PM	all	85.38	0	3.02	0	0	11.59
10-0-1-108	10/18/2021 11:12:50 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:12:52 PM	all	69.75	0	2.21	0.7	0	27.34
10-0-1-155	10/18/2021 11:12:54 PM	all	96.31	0	3.19	0.1	0	0.4
10-0-1-108	10/18/2021 11:12:55 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:12:57 PM	all	58.97	0	2.82	0.91	0	37.3
10-0-1-155	10/18/2021 11:12:59 PM	all	96.5	0	3.3	0	0	0.2
10-0-1-108	10/18/2021 11:13:00 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:13:02 PM	all	69.56	0	2.42	0.4	0	27.62
10-0-1-155	10/18/2021 11:13:04 PM	all	95.5	0	3.1	0.2	0	1.2
10-0-1-108	10/18/2021 11:13:05 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:13:07 PM	all	58.15	0	2.62	1.01	0	38.23
10-0-1-155	10/18/2021 11:13:09 PM	all	91.75	0	3.32	0.2	0	4.73
10-0-1-108	10/18/2021 11:13:10 PM	all	0	0	0.1	0	0.2	99.7
10-0-0-66	10/18/2021 11:13:12 PM	all	70.72	0	3.32	0.6	0	25.35
10-0-1-155	10/18/2021 11:13:14 PM	all	96.29	0	2.81	0.1	0	0.8
10-0-1-108	10/18/2021 11:13:15 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:13:17 PM	all	56.15	0	2.42	0.81	0	40.62
10-0-1-155	10/18/2021 11:13:19 PM	all	78.48	0	3.23	0.1	0	18.18
10-0-1-108	10/18/2021 11:13:20 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:13:22 PM	all	56.42	0	2.22	1.01	0	40.34
10-0-1-155	10/18/2021 11:13:24 PM	all	94.08	0	3.61	0.2	0	2.11
10-0-1-108	10/18/2021 11:13:25 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:13:27 PM	all	69.95	0	2.61	0.6	0	26.83
10-0-1-155	10/18/2021 11:13:29 PM	all	96.19	0	3.31	0	0	0.5
10-0-1-108	10/18/2021 11:13:30 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:13:32 PM	all	57.78	0	2.42	0.91	0	38.89
10-0-1-155	10/18/2021 11:13:34 PM	all	89.18	0	3.41	0.2	0	7.21
10-0-1-108	10/18/2021 11:13:35 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:13:37 PM	all	57.32	0	2.42	0.91	0	39.35
10-0-1-155	10/18/2021 11:13:39 PM	all	93.99	0	3.21	0.2	0	2.61
10-0-1-108	10/18/2021 11:13:40 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:13:42 PM	all	70.25	0	2.61	0.7	0	26.43
10-0-1-155	10/18/2021 11:13:44 PM	all	95.29	0	3.21	0.1	0	1.4
10-0-1-108	10/18/2021 11:13:45 PM	all	0	0	0	0	0.2	99.8
10-0-0-66	10/18/2021 11:13:47 PM	all	58.45	0	2.52	1.41	0	37.63
10-0-1-155	10/18/2021 11:13:49 PM	all	96.3	0	3.3	0	0	0.4
10-0-1-108	10/18/2021 11:13:50 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-0-66	10/18/2021 11:13:52 PM	all	70.39	0	2.32	0.7	0	26.59
10-0-1-155	10/18/2021 11:13:54 PM	all	96.5	0	3.1	0	0	0.4
10-0-1-108	10/18/2021 11:13:55 PM	all	0.1	0	0	0	0.2	99.7
10-0-0-66	10/18/2021 11:13:57 PM	all	59.36	0	2.62	1.01	0.1	36.92
10-0-1-155	10/18/2021 11:13:59 PM	all	96.4	0	3.2	0	0	0.4
10-0-1-108	10/18/2021 11:14:00 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:14:02 PM	all	70.95	0	2.71	0.8	0	25.53
10-0-1-155	10/18/2021 11:14:04 PM	all	96.91	0	2.99	0	0	0.1
10-0-1-108	10/18/2021 11:14:05 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:14:07 PM	all	59.54	0	2.42	1.11	0	36.93
10-0-1-155	10/18/2021 11:14:09 PM	all	96.3	0	3.3	0	0	0.4
10-0-1-108	10/18/2021 11:14:10 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:14:12 PM	all	71.1	0	2.82	0.81	0	25.28
10-0-1-155	10/18/2021 11:14:14 PM	all	96.4	0	3.5	0	0	0.1
10-0-1-108	10/18/2021 11:14:15 PM	all	0.1	0	0.1	0	0.2	99.6
10-0-0-66	10/18/2021 11:14:17 PM	all	58.54	0	2.63	1.11	0	37.71
10-0-1-155	10/18/2021 11:14:19 PM	all	96.2	0	3.5	0	0	0.3
10-0-1-108	10/18/2021 11:14:20 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:14:22 PM	all	71.08	0	2.81	0.7	0	25.4
10-0-1-155	10/18/2021 11:14:24 PM	all	96.9	0	3	0	0	0.1
10-0-1-108	10/18/2021 11:14:25 PM	all	0	0	0.1	0	0.1	99.8
10-0-0-66	10/18/2021 11:14:27 PM	all	58.69	0	2.63	1.11	0	37.58
10-0-1-155	10/18/2021 11:14:29 PM	all	95.59	0	3.91	0.1	0	0.4
10-0-1-108	10/18/2021 11:14:30 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:14:32 PM	all	68.01	0	2.62	0.7	0	28.67
10-0-1-155	10/18/2021 11:14:34 PM	all	96.7	0	3.1	0	0	0.2
10-0-1-108	10/18/2021 11:14:35 PM	all	0	0	0	0	0.1	99.9
10-0-0-66	10/18/2021 11:14:37 PM	all	61.15	0	2.52	0.91	0	35.42
10-0-1-155	10/18/2021 11:14:39 PM	all	95.81	0	3.89	0.1	0	0.2
10-0-1-108	10/18/2021 11:14:40 PM	all	0.1	0	0.2	0	0.1	99.6
10-0-0-66	10/18/2021 11:14:42 PM	all	71.53	0	2.72	0.6	0	25.15
10-0-1-155	10/18/2021 11:14:44 PM	all	96.9	0	3	0	0	0.1
10-0-1-108	10/18/2021 11:14:45 PM	all	0	0	0.1	0	0.2	99.7
10-0-0-66	10/18/2021 11:14:47 PM	all	57.5	0	3.52	1.01	0	37.97
10-0-1-155	10/18/2021 11:14:49 PM	all	96	0	3.5	0	0	0.5
10-0-1-108	10/18/2021 11:14:50 PM	all	0.1	0	0	0	0.1	99.8
10-0-0-66	10/18/2021 11:14:52 PM	all	63.14	0	2.72	1.31	0	32.83
10-0-1-108	10/18/2021 11:14:55 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:14:55 PM	all	96.8	0	3.2	0	0	0
10-0-0-66	10/18/2021 11:14:57 PM	all	64.51	0	2.53	1.11	0.1	31.75
10-0-1-108	10/18/2021 11:15:00 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:15:00 PM	all	96.4	0	3.3	0	0	0.3
10-0-0-66	10/18/2021 11:15:02 PM	all	68.41	0	2.92	1.01	0	27.67
10-0-1-108	10/18/2021 11:15:05 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:15:05 PM	all	96.7	0	3.3	0	0	0
10-0-0-66	10/18/2021 11:15:07 PM	all	60.34	0	2.32	1.31	0	36.02
10-0-1-108	10/18/2021 11:15:10 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:15:10 PM	all	93.7	0	3.1	0.1	0	3.1
10-0-0-66	10/18/2021 11:15:12 PM	all	69.59	0	2.62	0.91	0	26.89
10-0-1-108	10/18/2021 11:15:15 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:15:15 PM	all	96.7	0	3.2	0	0	0.1
10-0-0-66	10/18/2021 11:15:17 PM	all	59.82	0	2.54	1.12	0	36.52
10-0-1-108	10/18/2021 11:15:20 PM	all	0	0	0	0	0.2	99.8
10-0-1-155	10/18/2021 11:15:20 PM	all	96.2	0	3.3	0	0	0.5
10-0-0-66	10/18/2021 11:15:22 PM	all	70.46	0	2.62	0.91	0	26.01
10-0-1-108	10/18/2021 11:15:25 PM	all	0.1	0	0.1	0	0.2	99.6
10-0-1-155	10/18/2021 11:15:25 PM	all	96.89	0	2.91	0	0	0.2
10-0-0-66	10/18/2021 11:15:27 PM	all	58.5	0	2.83	1.32	0	37.35
10-0-1-108	10/18/2021 11:15:30 PM	all	0.1	0	0	0	0.2	99.7
10-0-1-155	10/18/2021 11:15:30 PM	all	96.19	0	3.11	0.1	0.1	0.5
10-0-0-66	10/18/2021 11:15:32 PM	all	71.4	0	2.32	0.91	0	25.38
10-0-1-108	10/18/2021 11:15:35 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:15:35 PM	all	96.6	0	3.2	0	0	0.2
10-0-0-66	10/18/2021 11:15:37 PM	all	57.92	0	3.13	1.21	0	37.74
10-0-1-108	10/18/2021 11:15:40 PM	all	0.1	0	0	0	0.2	99.7
10-0-1-155	10/18/2021 11:15:40 PM	all	95.28	0	3.71	0.2	0	0.8
10-0-0-66	10/18/2021 11:15:42 PM	all	72.18	0	2.72	0.81	0	24.29
10-0-1-108	10/18/2021 11:15:45 PM	all	0	0	0.1	0	0.1	99.8
10-0-1-155	10/18/2021 11:15:45 PM	all	96.8	0	3.2	0	0	0
10-0-0-66	10/18/2021 11:15:47 PM	all	58.7	0	2.73	1.11	0.1	37.35
10-0-1-108	10/18/2021 11:15:50 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:15:50 PM	all	96.7	0	3	0	0	0.3
10-0-0-66	10/18/2021 11:15:52 PM	all	70.52	0	2.72	0.8	0	25.96
10-0-1-108	10/18/2021 11:15:55 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:15:55 PM	all	97.11	0	2.89	0	0	0
10-0-0-66	10/18/2021 11:15:57 PM	all	58.97	0	2.74	1.32	0	36.98
10-0-1-108	10/18/2021 11:16:00 PM	all	0	0	0	0	0.2	99.8
10-0-1-155	10/18/2021 11:16:00 PM	all	96.41	0	3.19	0	0	0.4
10-0-0-66	10/18/2021 11:16:02 PM	all	69.89	0	2.42	1.11	0	26.59
10-0-1-108	10/18/2021 11:16:05 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:16:05 PM	all	73.23	0	2.32	0	0	24.44
10-0-0-66	10/18/2021 11:16:07 PM	all	50.5	0	2.52	0.4	0	46.58
10-0-1-108	10/18/2021 11:16:10 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:16:10 PM	all	51.71	0	2.62	0.1	0	45.57
10-0-0-66	10/18/2021 11:16:12 PM	all	50.61	0	2.23	0.51	0	46.66
10-0-1-108	10/18/2021 11:16:15 PM	all	0	0	0	0	0.3	99.7
10-0-1-155	10/18/2021 11:16:15 PM	all	51.83	0	2.24	0	0	45.93
10-0-0-66	10/18/2021 11:16:17 PM	all	50.46	0	1.92	0.61	0	47.02
10-0-1-108	10/18/2021 11:16:20 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:16:20 PM	all	51.91	0	2.81	0.1	0	45.18
10-0-0-66	10/18/2021 11:16:22 PM	all	50.5	0	2.2	0.6	0.1	46.6
10-0-1-108	10/18/2021 11:16:25 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:16:25 PM	all	52.07	0	2.12	0	0	45.8
10-0-0-66	10/18/2021 11:16:27 PM	all	50.25	0	1.93	0.61	0	47.21
10-0-1-108	10/18/2021 11:16:30 PM	all	0.1	0	0.1	0	0.2	99.6
10-0-1-155	10/18/2021 11:16:30 PM	all	51.73	0	2.54	0.1	0	45.63
10-0-0-66	10/18/2021 11:16:32 PM	all	50.81	0	1.92	0.4	0	46.87
10-0-1-108	10/18/2021 11:16:35 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:16:35 PM	all	51.92	0	2.53	0.1	0	45.45
10-0-0-66	10/18/2021 11:16:37 PM	all	50.4	0	2.11	0.6	0	46.88
10-0-1-108	10/18/2021 11:16:40 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:16:40 PM	all	52.02	0	2.53	0	0	45.45
10-0-0-66	10/18/2021 11:16:42 PM	all	50.71	0	2.42	0.51	0	46.36
10-0-1-108	10/18/2021 11:16:45 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:16:45 PM	all	51.72	0	2.43	0.1	0	45.74
10-0-0-66	10/18/2021 11:16:47 PM	all	50.61	0	1.92	0.4	0.1	46.96
10-0-1-108	10/18/2021 11:16:50 PM	all	0	0	0.1	0	0.1	99.8
10-0-1-155	10/18/2021 11:16:50 PM	all	51.92	0	2.73	0	0	45.35
10-0-0-66	10/18/2021 11:16:52 PM	all	50.7	0	2.21	0.5	0	46.58
10-0-1-108	10/18/2021 11:16:55 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:16:55 PM	all	51.82	0	2.42	0.1	0	45.66
10-0-0-66	10/18/2021 11:16:57 PM	all	50.96	0	1.82	0.5	0	46.72
10-0-1-108	10/18/2021 11:17:00 PM	all	0	0	0	0	0.3	99.7
10-0-1-155	10/18/2021 11:17:00 PM	all	51.82	0	2.53	0	0	45.65
10-0-0-66	10/18/2021 11:17:02 PM	all	50.91	0	1.92	0.4	0	46.77
10-0-1-108	10/18/2021 11:17:05 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:17:05 PM	all	51.92	0	2.42	0.1	0	45.56
10-0-0-66	10/18/2021 11:17:07 PM	all	50.81	0	2.02	0.51	0	46.67
10-0-1-108	10/18/2021 11:17:10 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:17:10 PM	all	51.67	0	2.74	0	0	45.59
10-0-0-66	10/18/2021 11:17:12 PM	all	50.15	0	2.73	0.51	0	46.61
10-0-1-108	10/18/2021 11:17:15 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:17:15 PM	all	52.17	0	2.42	0	0	45.41
10-0-0-66	10/18/2021 11:17:17 PM	all	50.55	0	2.11	0.5	0	46.83
10-0-1-108	10/18/2021 11:17:20 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:17:20 PM	all	51.92	0	2.42	0	0	45.66
10-0-0-66	10/18/2021 11:17:22 PM	all	50.4	0	2.02	0.51	0	47.07
10-0-1-108	10/18/2021 11:17:25 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:17:25 PM	all	52.02	0	2.62	0	0	45.36
10-0-0-66	10/18/2021 11:17:27 PM	all	50.3	0	2.02	0.61	0.1	46.97
10-0-1-108	10/18/2021 11:17:30 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:17:30 PM	all	52.02	0	2.53	0	0	45.45
10-0-0-66	10/18/2021 11:17:32 PM	all	50.6	0	2.02	0.4	0	46.98
10-0-1-108	10/18/2021 11:17:35 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:17:35 PM	all	51.77	0	2.73	0.1	0	45.4
10-0-0-66	10/18/2021 11:17:37 PM	all	50.71	0	1.82	0.51	0	46.97
10-0-1-108	10/18/2021 11:17:40 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:17:40 PM	all	51.92	0	2.43	0.1	0	45.55
10-0-0-66	10/18/2021 11:17:42 PM	all	50.51	0	2.33	0.51	0	46.66
10-0-1-108	10/18/2021 11:17:45 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:17:45 PM	all	51.67	0	2.73	0	0	45.6
10-0-0-66	10/18/2021 11:17:47 PM	all	50.51	0	2.02	0.61	0	46.87
10-0-1-108	10/18/2021 11:17:50 PM	all	0	0	0	0	0.2	99.8
10-0-1-155	10/18/2021 11:17:50 PM	all	52.02	0	2.62	0	0	45.36
10-0-0-66	10/18/2021 11:17:52 PM	all	50.3	0	2.22	0.61	0.1	46.77
10-0-1-108	10/18/2021 11:17:55 PM	all	0.1	0	0	0	0.1	99.8
10-0-1-155	10/18/2021 11:17:55 PM	all	51.66	0	2.62	0.1	0	45.61
10-0-0-66	10/18/2021 11:17:57 PM	all	11.22	0	1.53	0.1	0.2	86.94
10-0-1-108	10/18/2021 11:18:00 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:18:00 PM	all	51.67	0	2.53	0.1	0.1	45.6
10-0-0-66	10/18/2021 11:18:02 PM	all	0.92	0	0.72	0	0.41	97.96
10-0-1-108	10/18/2021 11:18:05 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:18:05 PM	all	51.62	0	2.63	0.1	0	45.65
10-0-0-66	10/18/2021 11:18:07 PM	all	1.12	0	0.61	0	0.51	97.76
10-0-1-108	10/18/2021 11:18:10 PM	all	0	0	0	0	0.1	99.9
10-0-1-155	10/18/2021 11:18:10 PM	all	51.67	0	2.63	0	0	45.69
10-0-0-66	10/18/2021 11:18:12 PM	all	1.02	0	0.71	0	0.51	97.76
10-0-1-108	10/18/2021 11:18:15 PM	all	0.1	0	0.1	0	0.1	99.7
10-0-1-155	10/18/2021 11:18:15 PM	all	51.67	0	2.63	0	0	45.7
10-0-0-66	10/18/2021 11:18:17 PM	all	1.02	0	0.51	0	0.41	98.06
10-0-1-108	10/18/2021 11:18:20 PM	all	0.1	0	0	0	0.1	99.8
